RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION
3	FALSE	706	12	1755	Down	n	Did the person see it on the cupboard?	we	15	2	we	15	2	4	4	pubic hair	45	10	11	e	Down	n	"In the hostel we were staying at, I found a pubic hair"	19	Eng	3	s	In the hostel	In the hostel	"In the hostel we were staying at, I found a"	correct	"In the hostel we were staying at, I found a pubic hair on the bed sheet."	16	taboo	211	211	211	211	0	527	0	1
3	FALSE	612	13	5632	Up	.	Can exchange students stay in Europe for a year?	.	.	.	.	.	.	2	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	Exchange students can't stay in Europe for more than a year.	.	.	.	0	0	0	.	0	0	0
3	FALSE	634	14	1283	Down	.	Are the neighbors happy about the casino?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	My neighbors are against the casino being built in our neighborhood.	.	.	.	0	0	0	.	0	0	0
3	FALSE	687	15	2585	Down	n	Did this happen when he returned from the lake?	from	18	4	from	18	4	4	4	shit	40	4	9	e	Down	n	"When he returned from the farm, he had shit"	7	Eng	3	s	When he returned	When he returned	"When he returned from the farm, he had"	correct	"When he returned from the farm, he had shit all over his pants."	13	taboo	.	0	0	0	.	0	.	0
3	FALSE	678	16	1942	Down	n	Were they in front of the cinema?	there	21	5	there	21	5	5	5	girls	41	5	10	e	Down	n	My friend said that there were a lot of girls	36	Eng	3	s	My friend said that	My friend said that	My friend said that there were a lot of	correct	My friend said that there were a lot of girls in front of the club last night.	17	neut	202	202	202	202	0	202	0	1
3	FALSE	615	17	6434	Down	n	Could she button the jacket?	was	23	3	was	23	3	5	5	shoulders	45	9	10	e	Down	n	The blazer she bought was too small for her shoulders	42	Eng	3	s	The blazer she bought	The blazer she bought	The blazer she bought was too small for her	correct	"The blazer she bought was too small for her shoulders, so she returned it."	14	neut	140	140	140	140	0	140	0	1
3	FALSE	598	18	5015	Up	n	Did he get out of the car?	and	28	3	and	28	3	7	7	airplane	49	8	10	e	Down	n	"He got out of the building and started yelling ""airplane"""	48	Eng	3	s	He got out of the building	He got out of the building	He got out of the building and started yelling	incorrect	"He got out of the building and started yelling ""airplane"" in the middle of a busy street."	17	neut	224	224	224	224	0	224	0	1
3	FALSE	594	19	1668	Down	.	Was it the school principal that believes this?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	The guidance counselor believes that movies nowadays display a lot of violence.	.	.	.	0	0	0	.	0	0	0
3	FALSE	652	20	1964	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	testicles	36	9	7	e	Down	n	"Today at school, they examined the testicles"	31	Eng	3	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the testicles of the children at the annual health checkup."	15	taboo	207	207	207	207	0	207	0	1
3	FALSE	689	21	4753	Up	.	Did the children see the insect in the kitchen?	.	.	.	.	.	.	4	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	"Last night, my children saw a cockroach in the kitchen."	.	.	.	0	0	0	.	0	0	0
3	FALSE	590	22	2296	Up	.	Do we go to the zoo every week?	.	.	.	.	.	.	3	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	"Every Sunday, I take my nephews to the zoo, but they∆re sad they can't touch the animals."	.	.	.	0	0	0	.	0	0	0
3	FALSE	556	23	3754	Up	.	Is the oven economical?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	The landlord got us a new electric oven to help us save energy.	.	.	.	0	0	0	.	0	0	0
3	FALSE	612	24	2832	Down	.	Is the person going on a short trip?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"Next spring, I'm going to Europe for a year, but I need to start preparing soon."	.	.	.	0	0	0	.	0	0	0
3	FALSE	594	25	1206	Down	.	Was Scott's bike stolen?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"Scott got stuck at the police today, 'cause someone stole his car yesterday."	.	.	.	0	0	0	.	0	0	0
3	FALSE	600	26	4618	Down	.	Is their friend a maverick?	.	.	.	.	.	.	3	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"I always want to ride on the rollercoaster at country fairs, but my best friend is too scared."	.	.	.	0	0	0	.	0	0	0
3	FALSE	601	27	1527	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	handjob	43	7	10	e	Down	n	Last week I heard that Angela gave John a handjob	37	Eng	3	s	Last week I	Last week	Last week I heard that Angela gave John a	correct	Last week I heard that Angela gave John a handjob in the park.	13	taboo	183	183	183	183	0	509	0	1
3	FALSE	599	28	2226	Down	.	Did they take any courses this semester?	.	.	.	.	.	.	4	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"At the beginning of the semester, I registered for courses, but I didn't take them."	.	.	.	0	0	0	.	0	0	0
3	FALSE	684	29	1692	Up	.	Are the chairs new?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	The kitchen chairs are wrapped 'cause I got them yesterday.	.	.	.	0	0	0	.	0	0	0
3	FALSE	685	30	1835	Down	.	Are there fewer exotic pets?	.	.	.	.	.	.	3	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"Because people are getting more exotic pets, there's more work for specialist vets like Aaron."	.	.	.	0	0	0	.	0	0	0
3	FALSE	583	31	1654	Down	.	Are the names from the thirties becoming popular?	.	.	.	.	.	.	3	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"According to the census, many names from the twenties are becoming popular."	.	.	.	0	0	0	.	0	0	0
3	FALSE	677	32	1390	Down	.	Is Richard in the football team?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	Richard couldn't get into the football team 'cause he didn't have the muscle mass for it.	.	.	.	0	0	0	.	0	0	0
3	FALSE	622	33	2058	Down	.	Does their grandpa sleep all day?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	My grandpa gets up early every morning to milk the cows in our red barn.	.	.	.	0	0	0	.	0	0	0
3	FALSE	605	34	2798	Up	n	Was he in a relationship when he got it?	gave	19	4	gave	19	4	4	4	motorcycle	30	10	7	e	Up	y	His ex girlfriend gave him a motorcycle	30	Eng	3	s	His ex girlfriend	His ex girlfriend	His ex girlfriend gave him a	correct	His ex girlfriend gave him a motorcycle in college.	9	neut	0	291	519	519	0	796	0	1
3	FALSE	759	35	1313	Down	.	Is the person stingy?	.	.	.	.	.	.	4	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"Every time I go on a vacation, I buy gifts for my family."	.	.	.	0	0	0	.	0	0	0
3	FALSE	584	36	2006	Down	y	Did they read about this yesterday?	read	17	4	I read	15	6	3	4	show	30	4	7	e	Down	n	"This morning, I read about a show"	6	Eng	3	s	"This morning, I"	"This morning,"	"This morning, I read about a"	correct	"This morning, I read about a show that happened yesterday in our city."	14	neut	176	176	176	176	0	176	0	1
3	FALSE	669	37	1930	Down	.	Did the librarian decide to move to Syria?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	The school librarian decided to move to Serbia at the end of the school year.	.	.	.	0	0	0	.	0	0	0
3	FALSE	653	38	3892	Up	.	Will their sister be in Florida for Christmas?	.	.	.	.	.	.	4	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	"If I go to Orlando for Christmas, I can stop by your sister and give it to her."	.	.	.	0	0	0	.	0	0	0
3	FALSE	678	39	3012	Up	n	Did this happen after the training?	was	16	3	was	16	3	3	3	horny	25	5	5	e	Up	y	His girlfriend was very horny	1	Eng	3	s	His girlfriend	His girlfriend	His girlfriend was very	correct	His girlfriend was very horny after her usual workout in the morning.	12	taboo	.	0	0	0	.	124	.	0
3	FALSE	639	40	1428	Up	.	Are the printers faulty?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	The office printers keep breaking every time I have a big meeting.	.	.	.	0	0	0	.	0	0	0
3	FALSE	669	41	3061	Up	.	Is their roommate mostly healthy?	.	.	.	.	.	.	3	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	It∆s not true that my roommate is sick all the time.	.	.	.	0	0	0	.	0	0	0
3	FALSE	622	42	2299	Down	.	Does the speaker get up early?	.	.	.	.	.	.	4	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	"I know a few bakers who have to be up at 4, so I consider myself lucky that I can wake up at 9."	.	.	.	0	0	0	.	0	0	0
3	FALSE	635	43	1307	Down	n	Was it on the train seat?	that	15	4	that	15	4	4	4	flour	30	5	7	e	Down	n	I could swear that there was flour	24	Eng	3	s	I could swear	I could swear	I could swear that there was	correct	I could swear that there was flour on the seat of the bus.	13	neut	280	280	280	280	0	459	0	1
3	FALSE	577	44	3102	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	dildo	21	5	5	e	Up	y	Maria's mom found a dildo	25	Eng	3	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a dildo in her room.	8	taboo	194	194	194	194	0	194	0	1
3	FALSE	647	45	2219	Down	.	Is their best girl friend moving out of the country?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	My best girl friend is moving upstate during Christmas break.	.	.	.	0	0	0	.	0	0	0
3	FALSE	693	46	1040	Up	.	Is our team good at football?	.	.	.	.	.	.	5	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	It's obvious that our school team will win the next football game.	.	.	.	0	0	0	.	0	0	0
3	FALSE	600	47	1090	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	masturbation	32	12	7	e	Down	n	"In college, he was addicted to masturbation"	13	Eng	3	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to masturbation for three years."	10	taboo	0	98	246	246	0	246	0	1
3	FALSE	686	48	1539	Down	.	Is their older brother going to Ithaca?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	My older brother is going to Italy at the end of school year.	.	.	.	0	0	0	.	0	0	0
3	FALSE	649	49	1500	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	cock	29	4	8	e	Up	y	I didn∆t know that he had a cock	43	Eng	3	s	I didn∆t know	I didn∆t know	I didn∆t know that he had a	correct	I didn∆t know that he had a cock that big until we went on a date.	16	.	211	211	211	211	0	211	0	1
3	FALSE	568	50	1703	Up	.	Is Layla motivated?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	"Layla has all the qualities of a future astronaut, along with an unstoppable ambition."	.	.	.	0	0	0	.	0	0	0
3	FALSE	627	51	1587	Up	.	Did Joe have to wait a lot at the hospital?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	"When Joe arrived at the hospital, there was a huge line of patients ahead of him."	.	.	.	0	0	0	.	0	0	0
3	FALSE	754	52	1076	Down	.	Was Alan calm at his job?	.	.	.	.	.	.	4	0	.	.	.	0	f	Down	n	.	0	Eng	3	s	.	.	.	correct	Alan lost his job at the customer service company 'cause he yelled at a customer.	.	.	.	0	0	0	.	0	0	0
3	FALSE	660	53	1308	Up	.	Does Katie want to go to the highschool reunion?	.	.	.	.	.	.	4	0	.	.	.	0	f	Up	y	.	0	Eng	3	s	.	.	.	correct	Katie is so happy that she will see all her highschool friends at the reunion.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1465	1	3137	Up	.	Did Marc apply for the job?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	4	p	.	.	.	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1353	2	6868	Up	.	Was the person thinking about their grades?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	4	p	.	.	.	correct	I locked myself out yesterday because I was thinking about my exams.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1159	3	812	Up	.	Are phone calls better now?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	4	p	.	.	.	correct	The new towers are improving phone calls in the area.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1196	4	1038	Down	.	Is their father carefree?	.	.	.	.	.	.	.	0	.	.	.	0	p	Down	n	.	0	Eng	4	p	.	.	.	correct	My dad is worried because his co-worker is frequently sick.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1126	5	943	Down	y	Did they find it in a fountain?	found	27	5	they found	22	10	4	5	turd	35	4	7	e	Down	n	"Earlier this summer, they found a turd"	44	Eng	4	s	"Earlier this summer, they"	"Earlier this summer,"	"Earlier this summer, they found a"	correct	"Earlier this summer, they found a turd in the showers at the waterpark."	13	taboo	152	152	152	152	0	411	0	1
4	FALSE	1167	6	1087	Down	.	Is their best girl friend moving out of the country?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	My best girl friend is moving upstate during Christmas break.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1146	7	1156	Down	n	Did this happen when he returned from the lake?	from	18	4	from	18	4	4	4	hay	40	3	9	e	Down	n	"When he returned from the farm, he had hay"	7	Eng	4	s	When he returned	When he returned	"When he returned from the farm, he had"	correct	"When he returned from the farm, he had hay all over his pants."	13	neut	.	0	0	0	.	0	.	0
4	FALSE	1178	8	3134	Down	.	Is the person going on a short trip?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	"Next spring, I'm going to Europe for a year, but I need to start preparing soon."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1406	9	1007	Up	.	Is our team good at football?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	It's obvious that our school team will win the next football game.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1212	10	2291	Down	.	Is their friend a maverick?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	"I always want to ride on the rollercoaster at country fairs, but my best friend is too scared."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1308	11	903	Down	n	Is this a problem in cities?	that	18	4	that	18	4	4	4	incest	23	6	5	e	Down	n	I read somewhere that incest	2	Eng	4	s	I read somewhere	I read somewhere	I read somewhere that	correct	I read somewhere that incest is a big problem in small communities.	12	taboo	.	0	0	0	.	293	.	0
4	FALSE	1265	12	990	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	letter	43	6	10	e	Down	n	Last week I heard that Angela gave Juan a letter	37	Eng	4	s	Last week I	Last week	Last week I heard that Angela gave Juan a	correct	Last week I heard that Angela gave Juan a letter in the park.	13	neut	.	0	0	0	.	304	.	0
4	FALSE	1380	13	1672	Up	n	Do children start talking about this very early?	start	6	5	start	6	5	2	2	sex	26	3	5	e	Up	y	Kids start talking about sex	20	Eng	4	s	Kids	Kids	Kids start talking about	correct	Kids start talking about sex very early these days.	9	taboo	.	0	0	0	.	0	.	0
4	FALSE	1314	14	843	Up	n	Did the person see it on the cupboard?	we	15	2	we	15	2	4	4	quarter	45	7	11	e	Down	n	"In the hostel we were staying at, I found a quarter"	19	Eng	4	s	In the hostel	In the hostel	"In the hostel we were staying at, I found a"	incorrect	"In the hostel we were staying at, I found a quarter on the bed sheet."	15	neut	247	247	247	247	0	247	0	1
4	FALSE	1205	15	998	Up	.	Is the oven economical?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	The landlord got us a new electric oven to help us save energy.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1293	16	757	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	teeth	36	5	7	e	Down	n	"Today at school, they examined the teeth"	31	Eng	4	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the teeth of the children at the annual health checkup."	15	neut	.	0	0	0	.	0	.	0
4	FALSE	1373	17	793	Up	n	Did her baby hurt her?	bit	10	3	bit	10	3	3	3	nipple	18	6	5	e	Up	y	Her baby bit her nipple	14	Eng	4	s	Her baby	Her baby	Her baby bit her	correct	Her baby bit her nipple and drew blood.	8	taboo	0	153	153	678	525	287	1	1
4	FALSE	1258	18	1911	Up	.	Do her parents criticize the person's mother?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	incorrect	"My mom doesn't like her aunt and uncle, 'cause they always criticize her when they come for a visit."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1209	19	896	Up	.	Is Layla motivated?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	"Layla has all the qualities of a future astronaut, along with an unstoppable ambition."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1206	20	1049	Down	.	Does the speaker get up early?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	"I know a few bakers who have to be up at 4, so I consider myself lucky that I can wake up at 9."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1311	21	652	Up	.	Was the nurse great at her job?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	The nurse deserves credit for saving the patient's life.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1276	22	624	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	belly	29	5	8	e	Up	y	I didn∆t know that he had a belly	43	Eng	4	s	I didn∆t know	I didn∆t know	I didn∆t know that he had a	correct	I didn∆t know that he had a belly that big until we went on a date.	16	neut	.	0	0	0	.	86	.	0
4	FALSE	1362	23	999	Up	.	Do students gain weight in college?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	It∆s confirmed that students gain weight during their freshman year in college.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1206	24	835	Down	.	Was Scott's bike stolen?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	"Scott got stuck at the police today, 'cause someone stole his car yesterday."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1109	25	797	Down	.	Is the ticket in the living room?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	"Don't lose the piece of paper on the kitchen table, it's a lottery ticket."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1224	26	953	Up	n	Did this happen after the training?	was	16	3	was	16	3	3	3	stiff	25	5	5	e	Up	y	His girlfriend was very stiff	1	Eng	4	s	His girlfriend	His girlfriend	His girlfriend was very	correct	His girlfriend was very stiff after her usual workout in the morning.	12	neut	.	0	0	0	.	0	.	0
4	FALSE	1342	27	1165	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	cigarette	21	9	5	e	Up	y	Maria's mom found a cigarette	25	Eng	4	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a cigarette in her room.	8	neut	169	169	169	169	0	169	0	1
4	FALSE	1300	28	611	Up	n	Were they by the refrigerator?	talking	14	7	talking	14	7	4	4	pornography	28	11	6	e	Up	y	I heard them talking about pornography	26	Eng	4	s	I heard them	I heard them	I heard them talking about	correct	I heard them talking about pornography by the refrigerator.	9	taboo	0	158	326	326	0	326	0	1
4	FALSE	1171	29	958	Down	.	Are the neighbors happy about the casino?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	My neighbors are against the casino being built in our neighborhood.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1219	30	882	Up	.	Did Joe have to wait a lot at the hospital?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	"When Joe arrived at the hospital, there was a huge line of patients ahead of him."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1222	31	1107	Up	.	Does Katie want to go to the highschool reunion?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	Katie is so happy that she will see all her highschool friends at the reunion.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1307	32	1195	Up	.	Will their sister be in Florida for Christmas?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	"If I go to Orlando for Christmas, I can stop by your sister and give it to her."	.	.	.	0	0	0	.	0	0	0
4	FALSE	1338	33	1438	Down	.	Was it the school principal that believes this?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	The guidance counselor believes that movies nowadays display a lot of violence.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1379	34	775	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	sugar	32	5	7	e	Down	n	"In college, he was addicted to sugar"	13	Eng	4	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to sugar for three years."	10	neut	443	443	443	443	0	645	0	1
4	FALSE	1118	35	1009	Down	.	Does their grandpa sleep all day?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	4	s	.	.	.	correct	My grandpa gets up early every morning to milk the cows in our red barn.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1221	36	1751	Up	.	Can exchange students stay in Europe for a year?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	4	s	.	.	.	correct	Exchange students can't stay in Europe for more than a year.	.	.	.	0	0	0	.	0	0	0
4	FALSE	1229	37	5845	Up	n	Did a lot of them fall?	yesterday	25	9	yesterday	25	9	7	7	condoms	47	7	11	e	Up	y	"When I was in the store yesterday, a bunch of condoms"	32	Eng	4	s	When I was in the store	When I was in the store	"When I was in the store yesterday, a bunch of"	correct	"When I was in the store yesterday, a bunch of condoms fell from a shelf."	15	taboo	302	302	302	302	0	302	0	1
