RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_INTEREST_AREA_INDEX	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status
03	false	16	233	3	1045.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	17	260	4	844.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	18	173	5	825.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	19	285	5	893.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	20	195	4	967.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	21	175	5	993.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	22	141	9	996.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	23	158	8	1016.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	24	255	11	1016.00	1	2537	Down	UNDEFINEDnull	Was the person thinking about their grades?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	incorrect	I locked myself out yesterday because I was thinking about my exams.	UNDEFINEDnull	UNDEFINEDnull
03	false	1	142	1	1102.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	2	207	3	1153.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	3	37	5	1177.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	4	417	2	1115.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	5	224	5	1068.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	6	166	7	1073.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	7	125	6	1032.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	8	211	8	1025.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	9	273	9	1006.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	10	224	10	954.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	11	174	12	931.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	12	286	11	917.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	13	205	10	879.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	14	236	12	881.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	15	256	13	894.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	16	256	11	925.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	17	144	10	940.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	18	264	6	954.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	19	22	11	995.00	2	1459	Up	UNDEFINEDnull	Did Marc apply for the job?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	UNDEFINEDnull	UNDEFINEDnull
03	false	1	158	1	958.00	3	1280	Up	UNDEFINEDnull	Are phone calls better now?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	The new towers are improving phone calls in the area.	UNDEFINEDnull	UNDEFINEDnull
03	false	2	150	3	1006.00	3	1280	Up	UNDEFINEDnull	Are phone calls better now?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	The new towers are improving phone calls in the area.	UNDEFINEDnull	UNDEFINEDnull
03	false	3	379	3	1017.00	3	1280	Up	UNDEFINEDnull	Are phone calls better now?	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	p	Up	y	UNDEFINEDnull	0	Eng	3	p	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	correct	The new towers are improving phone calls in the area.	UNDEFINEDnull	UNDEFINEDnull
