"RECORDING_SESSION_LABEL"	"CURRENT_FIX_ADJUSTED"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_PUPIL"	"TRIAL_INDEX"	"button_RT"	"button_pressed"	"combined_cs_status"	"comp_q"	"cs_word"	"cs_word_char_position"	"cs_word_length"	"cs_word_or_combo"	"cs_word_or_combo_char_position"	"cs_word_or_combo_length"	"cs_word_or_combo_word_position"	"cs_word_word_position"	"cword"	"cword_char_position"	"cword_length"	"cword_word_position"	"e_status"	"exp_button"	"exp_response"	"frame_cword_space"	"item_num"	"lang"	"list"	"p_status"	"pre_cs_word_frame_space"	"pre_cs_word_or_combo_space"	"pre_cword_frame_space"	"response_accuracy"	"sent"	"sent_length_words"	"taboo_status"
"11"	3	"false"	230	11	13	581	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"12"	3	"false"	93	12	11	596	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"13"	3	"false"	204	13	11	624	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"14"	3	"false"	272	14	11	668	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"15"	3	"false"	119	15	3	673	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"16"	3	"false"	227	16	1	720	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"17"	3	"false"	130	17	4	761	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"18"	3	"false"	76	18	8	1002	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"19"	3	"false"	247	19	6	973	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"20"	3	"false"	196	20	9	848	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"21"	3	"false"	309	21	11	804	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"22"	3	"false"	263	22	13	773	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"23"	3	"false"	243	23	3	789	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"24"	3	"false"	171	24	2	806	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"25"	3	"false"	197	25	6	842	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"26"	3	"false"	135	26	9	809	1	2253	"Up"	"UNDEFINEDnull"	"Did Marc apply for the job?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"Marc applied for the job even though he doesn't fully satisfy the criteria."	"UNDEFINEDnull"	"UNDEFINEDnull"
"27"	3	"false"	166	1	1	591	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"28"	3	"false"	226	2	3	567	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"29"	3	"false"	434	3	3	558	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"30"	3	"false"	236	4	5	536	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"31"	3	"false"	311	5	6	501	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"32"	3	"false"	153	6	6	482	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"33"	3	"false"	300	7	8	486	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"34"	3	"false"	216	8	5	507	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"35"	3	"false"	263	9	9	533	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"36"	3	"false"	113	10	8	551	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"37"	3	"false"	179	11	2	558	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"38"	3	"false"	176	12	3	569	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
"39"	3	"false"	207	13	5	588	2	1600	"Up"	"UNDEFINEDnull"	"Are phone calls better now?"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	1	"p"	"Up"	"y"	"UNDEFINEDnull"	0	"Eng"	3	"p"	"UNDEFINEDnull"	"UNDEFINEDnull"	"UNDEFINEDnull"	"correct"	"The new towers are improving phone calls in the area."	"UNDEFINEDnull"	"UNDEFINEDnull"
