RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION
3	FALSE	545	12	2353	Down	n	¿Ocurrió esto después del gimnasio?	ella	24	4	ella	24	4	5	5	máscara	45	7	10	e	Down	n	"Después de la reunión, ella se inclinó y su máscara"	28	Spa	3	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, ella se inclinó y su"	correct	"Después de la reunión, ella se inclinó y su máscara cayó de su bolso."	14	neut	0	162	359	359	0	548	0	1
3	FALSE	549	13	2271	Up	.	¿Es el amigo de su padre rico?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Es obvio que el amigo de mi padre gana mucho dinero.	.	.	.	0	0	0	.	0	0	0
3	FALSE	510	14	2574	Down	.	¿Otros muebles están perfectos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	El sofá en la entrada está perfecto en comparación a otros muebles.	.	.	.	0	0	0	.	0	0	0
3	FALSE	528	15	1737	Up	.	¿El río fue contaminado?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"En su último estudio, el geólogo ha comprobado que la fábrica industrial contaminó el río."	.	.	.	0	0	0	.	0	0	0
3	FALSE	572	16	2693	Down	.	¿Se detiene el camión una vez?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	"Cada miércoles, el camión blindado pasa por el pueblo y hace varias paradas."	.	.	.	0	0	0	.	0	0	0
3	FALSE	481	17	4815	Up	.	¿Tienen contadores dinero?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	La contabilidad no es una carrera emocionante pero definitivamente es una posición muy rentable.	.	.	.	0	0	0	.	0	0	0
3	FALSE	499	18	4569	Up	n	¿El hombre hizo esto en público?	mostró	14	6	mostró	14	6	4	4	arte	24	4	6	e	Up	y	Un hombre le mostró su arte	16	Spa	3	s	Un hombre le	Un hombre le	Un hombre le mostró su	correct	Un hombre le mostró su arte en la calle.	9	neut	106	106	106	106	0	406	0	1
3	FALSE	613	19	2303	Down	.	¿Su clase de matemáticas está alli?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	incorrect	Todas mis clases de ciencias están en este edificio.	.	.	.	0	0	0	.	0	0	0
3	FALSE	563	20	1857	Down	.	¿Ella pidió poco?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	"Cuando se casó ella pidió muchas cosas, pero no las recibio."	.	.	.	0	0	0	.	0	0	0
3	FALSE	569	21	1771	Down	.	¿Es la catedral antigua?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	"Honestamente, la catedral que vimos se vio impresionante pero no era antigua."	.	.	.	0	0	0	.	0	0	0
3	FALSE	482	22	2056	Up	.	¿El riel de cortina es demasiado largo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	El riel de cortina es demasiado largo para las ventanas de la casa nueva.	.	.	.	0	0	0	.	0	0	0
3	FALSE	518	23	2913	Up	.	¿A su vecino de arriba se le inundó la habitación?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	incorrect	En primavera a mi vecina de arriba se le inundó la habitación por segunda vez.	.	.	.	0	0	0	.	0	0	0
3	FALSE	452	24	1938	Up	.	¿Toca Samuel un instrumento?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Samuel pertenece a la banda del instituto, pero toda la escuela cree que es fastidioso y no tiene amigos."	.	.	.	0	0	0	.	0	0	0
3	FALSE	564	25	2480	Down	.	¿Su madre le compró zanahorias?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	El domingo por la mañana mi madre me compró zapatos por mi cumpleaños.	.	.	.	0	0	0	.	0	0	0
3	FALSE	581	26	1580	Up	.	¿Hubo una fiesta de disfraces?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	En la fiesta de disfraces el disfrace más popular era el de la bruja.	.	.	.	0	0	0	.	0	0	0
3	FALSE	578	27	1837	Up	y	¿Estuvo cerca?	would	36	5	I would	34	7	7	8	orgy	58	4	13	e	Up	y	"Si no tuviera tareas para hacer, I would have gone to an orgy"	39	CS	3	s	"Si no tuviera tareas para hacer, I"	"Si no tuviera tareas para hacer,"	"Si no tuviera tareas para hacer, I would have gone to an"	correct	"Si no tuviera tareas para hacer, I would have gone to an orgy that was nearby."	16	taboo	113	113	113	113	0	113	0	1
3	FALSE	479	28	2367	Up	n	¿Hubo muchos de ellos?	señaló	29	6	señaló	29	6	6	6	penes	72	5	13	e	Up	y	El guía turístico del museo señaló cómo sus pinturas estaban llenas de penes	5	Spa	3	s	El guía turístico del museo	El guía turístico del museo	El guía turístico del museo señaló cómo sus pinturas estaban llenas de	correct	El guía turístico del museo señaló cómo sus pinturas estaban llenas de penes al comienzo de su carrera.	18	taboo	264	264	264	264	0	483	0	1
3	FALSE	482	29	1987	Up	.	¿Piensan sus amigos que tendrá éxito Tomas?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	3	s	.	.	.	correct	Sus amigos le insistieron a Tomas que respondiera al anuncio que pedía cocineros porque opinaban que era muy ap	.	.	.	0	0	0	.	0	0	0
3	FALSE	451	30	1576	Up	.	¿Viene el circo soon?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	3	s	.	.	.	correct	"Porque el gran espectáculo de circo viene el próximo mes, the engineers have to fix the bridge as soon as possi"	.	.	.	0	0	0	.	0	0	0
3	FALSE	451	31	3830	Down	.	¿Emma fue una maestra?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Emma comienza a trabajar como maestra el lunes y no está preparada para el comienzo del semestre.	.	.	.	0	0	0	.	0	0	0
3	FALSE	492	32	3098	Up	n	¿Leyó el consejos en línea?	algunos	10	7	algunos	10	7	3	3	discursos	36	9	7	e	Up	y	He leído algunos consejos para dar discursos	34	Spa	3	s	He leído	He leído	He leído algunos consejos para dar	correct	He leído algunos consejos para dar discursos en Internet.	9	neut	0	366	832	832	0	1328	0	1
3	FALSE	536	33	1494	Up	.	¿Se la regaló su padre?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	La moto deportiva que tengo me la regaló mi padre.	.	.	.	0	0	0	.	0	0	0
3	FALSE	492	34	1179	Down	n	¿Lo estaban vendiendo?	vi	34	2	vi	34	2	6	6	agua	63	4	10	e	Down	n	"Mientras caminaba por el campus, vi que estaban distribuyendo agua"	40	Spa	3	s	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus, vi que estaban distribuyendo"	correct	"Mientras caminaba por el campus, vi que estaban distribuyendo agua a los estudiantes en la plaza."	16	neut	213	213	213	213	0	213	0	1
3	FALSE	539	35	3512	Down	.	¿El inginiero civil decidió incluir una fuente grande?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	3	s	.	.	.	incorrect	"Cuando diseñó la plaza, el inginiero civil decided to build a big bridge."	.	.	.	0	0	0	.	0	0	0
3	FALSE	527	36	1865	Down	.	¿Escribo una carta a mis padres?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	"Cuando tengo tiempo, escribo una carta a mis abuelos para enviársela."	.	.	.	0	0	0	.	0	0	0
3	FALSE	507	37	2158	Down	n	¿Se le impidió ir a un viaje de negocios?	dijo	9	4	dijo	9	4	3	3	obligaciones	18	12	5	e	Down	n	Su mamá dijo que obligaciones	22	Spa	3	s	Su mamá	Su mamá	Su mamá dijo que	correct	Su mamá dijo que obligaciones le impidió ir al viaje escolar.	11	neut	0	308	506	506	0	938	0	1
3	FALSE	559	38	1305	Up	.	¿Quiere a sus nietos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Yo quiero mucho a mis nietos, especialmente a Mariana que es realmente cómica y me hace reír a carcajadas."	.	.	.	0	0	0	.	0	0	0
3	FALSE	569	39	1508	Up	.	¿Es competitivo el campo de derecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Trabajando en derecho, Sara tiene que competir con abogados de todo tipo."	.	.	.	0	0	0	.	0	0	0
3	FALSE	466	40	1636	Up	.	¿Se cancela mucho el curso?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Es verdad que el curso de matemáticas avanzadas se cancela mucho.	.	.	.	0	0	0	.	0	0	0
3	FALSE	504	41	7165	Up	.	¿Reprobó el examen Valeria?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	incorrect	Valeria trabaja duro y por eso se pone orgullosa al recibir la mejor nota en el examen.	.	.	.	0	0	0	.	0	0	0
3	FALSE	548	42	2052	Up	.	¿Critica el mundo a los actores?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Cada actor tendrá que superar la crítica del mundo para convertirse en una estrella.	.	.	.	0	0	0	.	0	0	0
3	FALSE	593	43	2884	Up	n	¿Estaba la venta en una tienda grande?	that	14	4	that	14	4	4	4	vibrators	28	9	7	e	Up	y	Me di cuenta that they had vibrators	33	CS	3	s	Me di cuenta	Me di cuenta	Me di cuenta that they had	correct	Me di cuenta that they had vibrators on sale in that big store.	13	taboo	0	169	503	503	0	682	0	1
3	FALSE	587	44	1237	Up	n	¿Su bebé la lastimó?	bit	9	3	bit	9	3	3	3	finger	17	6	5	e	Up	y	Su bebé bit her finger	14	CS	3	s	Su bebé	Su bebé	Su bebé bit her	correct	Su bebé bit her finger and drew blood.	8	neut	192	192	192	192	0	411	0	1
3	FALSE	541	45	971	Up	n	¿Tenía pecas?	que	18	3	que	18	3	5	5	piernas	41	7	10	e	Up	y	Mi amigo me dijo que tenía pecas en sus piernas	10	Spa	3	s	Mi amigo me dijo	Mi amigo me dijo	Mi amigo me dijo que tenía pecas en sus	correct	Mi amigo me dijo que tenía pecas en sus piernas desde que era un niño.	15	neut	248	248	248	248	0	248	0	1
3	FALSE	520	46	1363	Down	.	¿El dueño estaba satisfecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	El dueño estaba furioso cuando los manifestantes se detuvieron en frente de la tienda.	.	.	.	0	0	0	.	0	0	0
3	FALSE	512	47	6848	Up	.	¿El nuevo hotel de playa se construye in spring?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	3	s	.	.	.	correct	Está confirmado que el nuevo hotel de playa se construye next May.	.	.	.	0	0	0	.	0	0	0
3	FALSE	489	48	6150	Up	.	¿Su hermana mayor se casa el próximo año?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Mi hermana mayor se casa la próxima primavera en Hawai.	.	.	.	0	0	0	.	0	0	0
3	FALSE	467	49	1622	Up	.	¿Contribuye el aire seco a los incendios?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Cuando el aire está sumamente seco con vientos fuertes, los incendios son una amenaza grave."	.	.	.	0	0	0	.	0	0	0
3	FALSE	447	50	1154	Up	.	¿Se la envió por su aniversario?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Mi madre me la envió como regalo de aniversario.	.	.	.	0	0	0	.	0	0	0
3	FALSE	524	51	2992	Up	n	¿Hablaban las tías tomando café?	estaban	10	7	estaban	10	7	3	3	menstruación	37	12	7	e	Up	y	Mis tías estaban charlando sobre la menstruación	29	Spa	3	s	Mis tías	Mis tías	Mis tías estaban charlando sobre la	correct	Mis tías estaban charlando sobre la menstruación mientras tomaban el café ayer.	12	taboo	0	186	484	484	0	484	0	1
3	FALSE	509	52	1756	Up	n	¿Cayeron muchos de ellos?	yesterday	31	9	yesterday	31	9	7	7	cans	53	4	11	e	Up	y	"Cuando yo estaba en la tienda yesterday, a bunch of cans"	32	CS	3	s	Cuando yo estaba en la tienda	Cuando yo estaba en la tienda	"Cuando yo estaba en la tienda yesterday, a bunch of"	correct	"Cuando yo estaba en la tienda yesterday, a bunch of cans fell from a shelf."	15	neut	.	0	0	0	.	399	.	0
3	FALSE	562	53	2091	Down	.	¿Le gustan las baladas de todos los cantantes?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Me fascinan las baladas de romance de sólo tres cantantes.	.	.	.	0	0	0	.	0	0	0
3	FALSE	595	54	2350	Down	n	¿Olían así durante el festival de cine?	olían	12	5	olían	12	5	3	3	meo	20	3	5	e	Down	n	Las calles olían a meo	11	Spa	3	s	Las calles	Las calles	Las calles olían a	correct	Las calles olían a meo durante el festival de primavera.	10	taboo	343	343	343	343	0	442	0	1
3	FALSE	539	55	3264	Down	.	¿No la he vísto con su novio desde la primavera pasada?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	"Desde el verano pasado, no la he vísto con su novio por ningún sitio."	.	.	.	0	0	0	.	0	0	0
3	FALSE	507	56	1725	Down	.	¿Su padre durmió anoche?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Mi padre no pudo dormir anoche porque el perro del vecino ladró toda la noche.	.	.	.	0	0	0	.	0	0	0
3	FALSE	456	57	1805	Down	.	¿Son las vecinas?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Las dos han sido mejores amigas desde la infancia aunque viven lejos.	.	.	.	0	0	0	.	0	0	0
3	FALSE	430	58	7859	Down	.	¿Su abuelo paterno se retira en diez años?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Mi abuelo paterno se retira en un par de años.	.	.	.	0	0	0	.	0	0	0
3	FALSE	530	59	5444	Up	n	¿Vieron la película la semana pasada?	el fin	23	6	el fin	23	6	5	5	erótica	51	7	11	e	Up	y	La película que vimos el fin de semana pasado fue erótica	35	Spa	3	s	La película que vimos	La película que vimos	La película que vimos el fin de semana pasado fue	correct	La película que vimos el fin de semana pasado fue erótica de principio a fin.	15	taboo	207	207	207	207	0	207	0	1
3	FALSE	468	60	4228	Up	.	¿No es seguro que su amiga del colegio se gradúe?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	incorrect	No es seguro que mi amiga de la infancia se gradúe el próximo verano.	.	.	.	0	0	0	.	0	0	0
3	FALSE	520	61	3159	Down	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	government	22	10	5	e	Up	y	Los oí talking about government	26	CS	3	s	Los oí	Los oí	Los oí talking about	incorrect	Los oí talking about government by the refrigerator.	8	neut	0	224	405	405	0	405	0	1
3	FALSE	547	62	3992	Down	n	¿Ha estado la marca allí durante una semana?	big	10	3	big	10	3	3	3	buttock	25	7	7	e	Down	n	Tengo un big mark on my buttock	15	CS	3	s	Tengo un	Tengo un	Tengo un big mark on my	correct	Tengo un big mark on my buttock from yesterday.	9	taboo	196	196	196	196	0	196	0	1
3	FALSE	444	63	2198	Up	n	¿Lo oí ayer?	oí	8	2	oí	8	2	2	2	palmoteo	14	8	4	e	Up	y	Anoche oí un palmoteo	4	Spa	3	s	Anoche	Anoche	Anoche oí un	correct	Anoche oí un palmoteo del apartamento de mi vecino.	9	neut	760	760	760	760	0	1474	0	1
3	FALSE	405	64	2443	Down	.	¿Todos los pintores se hacen famosos durante su vida?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Hay una comunidad de pintores que no alcanzan la fama durante la vida.	.	.	.	0	0	0	.	0	0	0
3	FALSE	411	65	1780	Down	.	¿Le han despedido a David?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	David dejó su puesto en el departamento de reporteros tras ser promovido por su jefe al departamento editorial.	.	.	.	0	0	0	.	0	0	0
3	FALSE	501	66	1483	Up	n	¿Carlos dio la vuelta?	ella	30	4	ella	30	4	6	6	erección	48	8	10	e	Up	y	"Cuando Carlos dio la vuelta, ella podía ver su erección"	23	Spa	3	s	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta, ella podía ver su"	correct	"Cuando Carlos dio la vuelta, ella podía ver su erección a través de su ropa."	15	taboo	447	447	447	447	0	604	0	1
3	FALSE	473	67	1238	Down	n	¿Estaban tranquilos?	and	15	3	and	15	3	3	3	Asshole	29	7	5	e	Down	n	"Se detuvieron and shouted: ""Asshole"	21	CS	3	s	Se detuvieron	Se detuvieron	Se detuvieron and shouted:	correct	"Se detuvieron and shouted: ""Asshole, move out of the way"" ""."""	10	taboo	172	172	172	172	0	172	0	1
3	FALSE	526	68	1262	Down	.	¿Estaba obedeciendo al doctor?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Cuando me puse enferma el doctor me dio medicamentos pero no los tomé.	.	.	.	0	0	0	.	0	0	0
3	FALSE	531	69	2095	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	start	11	5	start	11	5	3	3	politics	31	8	6	e	Up	y	Los niños start talking about politics	20	CS	3	s	Los niños	Los niños	Los niños start talking about	correct	Los niños start talking about politics very early these days.	10	neut	.	0	0	0	.	0	.	0
3	FALSE	435	70	1490	Up	.	¿Pedro estaba satisfecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Cuando fue el cumpleaños de Pedro, todo lo que pidió se lo regalaron."	.	.	.	0	0	0	.	0	0	0
3	FALSE	653	71	1667	Up	.	¿Están sus primos satisfechos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Mi tia dice que mis primos están disfrutando del crucero que los llevó a México.	.	.	.	0	0	0	.	0	0	0
3	FALSE	499	72	2892	Up	.	¿Estudiará su compañero en España?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Mi compañero de clase obtuvo una beca para estudiar en Barcelona.	.	.	.	0	0	0	.	0	0	0
3	FALSE	502	73	2235	Down	.	¿El campo es al sur del pueblo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	3	s	.	.	.	correct	Al norte del pueblo hay un campo bello lleno de flores cada primavera.	.	.	.	0	0	0	.	0	0	0
3	FALSE	495	74	6556	Up	n	¿Es este un problema in cities?	that	15	4	that	15	4	3	3	education	20	9	4	e	Down	n	Lei somewhere that education	2	CS	3	s	Lei somewhere	Lei somewhere	Lei somewhere that	incorrect	Lei somewhere that education is a big problem in small communities.	11	neut	204	204	204	204	0	204	0	1
3	FALSE	461	75	1249	Up	.	¿Tiene Olivia 20 años de experiencia?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Aunque entró en un grupo de médicos recientemente, Olivia es muy calificada y tiene veinte años de experiencia."	.	.	.	0	0	0	.	0	0	0
3	FALSE	465	76	1932	Down	n	¿Invitó a la persona por correo electrónico?	invitó	42	6	invitó	42	6	9	9	zorra	55	5	12	e	Down	n	"Ayer por la noche, por mensaje de texto, invitó a esa zorra"	41	Spa	3	s	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, invitó a esa"	correct	"Ayer por la noche, por mensaje de texto, invitó a esa zorra a su lugar a cenar."	17	taboo	0	47	47	1172	1125	741	1	1
3	FALSE	553	77	2157	Up	n	¿Dijo el niño esto?	said	9	4	said	9	4	3	3	pussy	15	5	4	e	Up	y	El niño said pussy	9	CS	3	s	El niño	El niño	El niño said	correct	El niño said pussy in front of everyone.	8	taboo	.	0	0	0	.	372	.	0
3	FALSE	531	78	964	Up	.	¿Estaba ella corriendo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	Mientras caminaba esta mañana la vi corriendo por el parque.	.	.	.	0	0	0	.	0	0	0
3	FALSE	450	79	1780	Up	.	¿Las rosas se marchitaron rápido?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	"Aunque parecían vibrantes en la tienda, las rosas se marchitaron después de un día."	.	.	.	0	0	0	.	0	0	0
3	FALSE	481	80	1884	Up	.	¿En nochevieja compramos alcohol?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	3	s	.	.	.	correct	En nochevieja compramos mucha bebida pero no nos la bebimos toda.	.	.	.	0	0	0	.	0	0	0
3	FALSE	482	81	1295	Down	.	¿Vive en un peaceful place?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	CS	3	s	.	.	.	correct	Quiero mudarme because my neighbors never stop making noise.	.	.	.	0	0	0	.	0	0	0
