RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION	Lang_order	DELE	MELICET	dominance	FIRST_FIXATION_DURATION_SC	TOTAL_DURATION_SC	GAZE_DURATION_SC	dominance_SC	dom_cat	MeanTD	MeanGD	MeanFFD	sdTD	sdGD	sdFFD
3	FALSE	652	20	1964	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	testicles	36	9	7	e	Down	n	"Today at school, they examined the testicles"	31	Eng	3	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the testicles of the children at the annual health checkup."	15	taboo	207	207	207	207	0	207	0	1	E2_SCS2	30	46	0.652173913	-0.044823243	-0.649274081	-0.266759029	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	601	27	1527	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	handjob	43	7	10	e	Down	n	Last week I heard that Angela gave John a handjob	37	Eng	3	s	Last week I	Last week	Last week I heard that Angela gave John a	correct	Last week I heard that Angela gave John a handjob in the park.	13	taboo	183	183	183	183	0	509	0	1	E2_SCS2	30	46	0.652173913	-0.206993159	0.069692496	-0.376404963	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	605	34	2798	Up	n	Was he in a relationship when he got it?	gave	19	4	gave	19	4	4	4	motorcycle	30	10	7	e	Up	y	His ex girlfriend gave him a motorcycle	30	Eng	3	s	His ex girlfriend	His ex girlfriend	His ex girlfriend gave him a	correct	His ex girlfriend gave him a motorcycle in college.	9	neut	0	291	519	519	0	796	0	1	E2_SCS2	30	46	0.652173913	0.522771464	0.752948813	1.158638105	-0.689102217	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
3	FALSE	584	36	2006	Down	y	Did they read about this yesterday?	read	17	4	I read	15	6	3	4	show	30	4	7	e	Down	n	"This morning, I read about a show"	6	Eng	3	s	"This morning, I"	"This morning,"	"This morning, I read about a"	correct	"This morning, I read about a show that happened yesterday in our city."	14	neut	176	176	176	176	0	176	0	1	E2_SCS2	30	46	0.652173913	-0.254292718	-0.723075286	-0.408385027	-0.689102217	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
3	FALSE	678	39	3012	Up	n	Did this happen after the training?	was	16	3	was	16	3	3	3	horny	25	5	5	e	Up	y	His girlfriend was very horny	1	Eng	3	s	His girlfriend	His girlfriend	His girlfriend was very	correct	His girlfriend was very horny after her usual workout in the morning.	12	taboo	.	0	0	0	.	124	.	0	E2_SCS2	30	46	0.652173913	-1.44353877	-0.846870856	-1.212455205	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	635	43	1307	Down	n	Was it on the train seat?	that	15	4	that	15	4	4	4	flour	30	5	7	e	Down	n	I could swear that there was flour	24	Eng	3	s	I could swear	I could swear	I could swear that there was	correct	I could swear that there was flour on the seat of the bus.	13	neut	280	280	280	280	0	459	0	1	E2_SCS2	30	46	0.652173913	0.448443586	-0.049341706	0.066747351	-0.689102217	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
3	FALSE	577	44	3102	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	dildo	21	5	5	e	Up	y	Maria's mom found a dildo	25	Eng	3	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a dildo in her room.	8	taboo	194	194	194	194	0	194	0	1	E2_SCS2	30	46	0.652173913	-0.132665281	-0.680222974	-0.326150577	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	600	47	1090	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	masturbation	32	12	7	e	Down	n	"In college, he was addicted to masturbation"	13	Eng	3	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to masturbation for three years."	10	taboo	0	98	246	246	0	246	0	1	E2_SCS2	30	46	0.652173913	-0.781344945	-0.556427404	-0.088584388	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	649	49	1500	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	cock	29	4	8	e	Up	y	I didnÆt know that he had a cock	43	Eng	3	s	I didnÆt know	I didnÆt know	I didnÆt know that he had a	correct	I didnÆt know that he had a cock that big until we went on a date.	16	taboo	211	211	211	211	0	211	0	1	E2_SCS2	30	46	0.652173913	-0.017794923	-0.639751345	-0.248484707	-0.689102217	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
3	FALSE	495	74	6556	Up	n	¿Es este un problema in cities?	that	15	4	that	15	4	3	3	education	20	9	4	e	Down	n	Lei somewhere that education	2	CS	3	s	Lei somewhere	Lei somewhere	Lei somewhere that	incorrect	Lei somewhere that education is a big problem in small communities.	11	neut	204	204	204	204	0	204	0	1	E2_SCS2	30	46	0.652173913	-0.065094482	-0.656416133	-0.280464771	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	465	76	1932	Down	n	¿Invitó a la persona por correo electrónico?	invitó	42	6	invitó	42	6	9	9	zorra	55	5	12	e	Down	n	"Ayer por la noche, por mensaje de texto, invitó a esa zorra"	41	Spa	3	s	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, invitó a esa"	correct	"Ayer por la noche, por mensaje de texto, invitó a esa zorra a su lugar a cenar."	17	taboo	0	47	47	1172	1125	741	1	1	E2_SCS2	30	46	0.652173913	-1.125956017	0.622011191	-0.997731919	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	553	77	2157	Up	n	¿Dijo el niño esto?	said	9	4	said	9	4	3	3	pussy	15	5	4	e	Up	y	El niño said pussy	9	CS	3	s	El niño	El niño	El niño said	correct	El niño said pussy in front of everyone.	8	taboo	.	0	0	0	.	372	.	0	E2_SCS2	30	46	0.652173913	-1.44353877	-0.256461216	-1.212455205	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	637	83	1842	Down	n	¿Se lastimó el invierno pasado?	she	19	3	she	19	3	4	4	thumb	32	5	7	e	Down	n	"El verano pasado, she hurt her thumb"	8	CS	3	s	"El verano pasado,"	"El verano pasado,"	"El verano pasado, she hurt her"	correct	"El verano pasado, she hurt her thumb trying to get on a horse."	13	neut	165	165	165	165	0	165	0	1	E2_SCS2	30	46	0.652173913	-0.328620596	-0.74926281	-0.458639413	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	453	91	2626	Down	n	¿Ocurrió esto en la mañana?	the other	26	9	the other	26	9	6	6	sandwich	51	8	12	e	Down	n	"Cuando regrese a mi casa the other night, I had a sandwich"	38	CS	3	s	Cuando regrese a mi casa	Cuando regrese a mi casa	"Cuando regrese a mi casa the other night, I had a"	correct	"Cuando regrese a mi casa the other night, I had a sandwich on the couch."	15	neut	0	243	347	347	0	347	0	1	E2_SCS2	30	46	0.652173913	0.198431632	-0.315978317	0.372842249	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	689	92	3271	Down	y	¿Estaba la persona adolorida después del trabajo?	massaged	30	8	he massaged	27	11	5	6	butt	42	4	8	e	Up	y	"Cuando volví del trabajo, he massaged my butt"	45	CS	3	s	"Cuando volví del trabajo, he"	"Cuando volví del trabajo,"	"Cuando volví del trabajo, he massaged my"	incorrect	"Cuando volví del trabajo, he massaged my butt before we went to bed."	13	taboo	256	256	256	256	0	256	0	1	E2_SCS2	30	46	0.652173913	0.28627367	-0.532620564	-0.042898582	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	467	99	3072	Down	y	¿Lo encontraron en una fuente?	found	34	5	they found	29	10	6	7	tooth	42	5	9	e	Down	n	"A principio de este verano, they found a tooth"	44	CS	3	s	"A principio de este verano, they"	"A principio de este verano,"	"A principio de este verano, they found a"	correct	"A principio de este verano, they found a tooth in the showers at the waterpark."	15	neut	115	115	115	115	0	115	0	1	E2_SCS2	30	46	0.652173913	-0.666474588	-0.868297012	-0.687068441	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	527	100	1266	Up	n	¿Viajó mucho en sus veintes?	cuando	22	6	cuando	22	6	5	5	prostituta	44	10	8	e	Up	y	Mi amiga viajó mucho cuando trabajaba como prostituta	47	Spa	3	s	Mi amiga viajó mucho	Mi amiga viajó mucho	Mi amiga viajó mucho cuando trabajaba como	correct	Mi amiga viajó mucho cuando trabajaba como prostituta en sus veintes.	11	taboo	0	233	500	500	0	500	0	1	E2_SCS2	30	46	0.652173913	0.130860833	0.04826634	1.071835074	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	549	101	2088	Down	n	¿Es el producto para la skin?	for	15	3	for	15	3	4	4	vagina	39	6	10	e	Up	y	Vi un anuncio for a new cream for the vagina	3	CS	3	s	Vi un anuncio	Vi un anuncio	Vi un anuncio for a new cream for the	incorrect	Vi un anuncio for a new cream for the vagina so that it doesn't itch.	15	taboo	.	0	0	0	.	0	.	0	E2_SCS2	30	46	0.652173913	-1.44353877	-1.142075675	-1.212455205	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	547	62	3992	Down	n	¿Ha estado la marca allí durante una semana?	big	10	3	big	10	3	3	3	buttock	25	7	7	e	Down	n	Tengo un big mark on my buttock	15	CS	3	s	Tengo un	Tengo un	Tengo un big mark on my	correct	Tengo un big mark on my buttock from yesterday.	9	taboo	196	196	196	196	0	196	0	1	E2_SCS2	30	46	0.652173913	-0.119151121	-0.675461605	-0.317013416	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	444	63	2198	Up	n	¿Lo oí ayer?	oí	8	2	oí	8	2	2	2	palmoteo	14	8	4	e	Up	y	Anoche oí un palmoteo	4	Spa	3	s	Anoche	Anoche	Anoche oí un	correct	Anoche oí un palmoteo del apartamento de mi vecino.	9	neut	760	760	760	760	0	1474	0	1	E2_SCS2	30	46	0.652173913	3.69184191	2.367052585	2.259666019	-0.689102217	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
3	FALSE	501	66	1483	Up	n	¿Carlos dio la vuelta?	ella	30	4	ella	30	4	6	6	erección	48	8	10	e	Up	y	"Cuando Carlos dio la vuelta, ella podía ver su erección"	23	Spa	3	s	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta, ella podía ver su"	correct	"Cuando Carlos dio la vuelta, ella podía ver su erección a través de su ropa."	15	taboo	447	447	447	447	0	604	0	1	E2_SCS2	30	46	0.652173913	1.576875919	0.295857479	0.829700304	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	473	67	1238	Down	n	¿Estaban tranquilos?	and	15	3	and	15	3	3	3	Asshole	29	7	5	e	Down	n	"Se detuvieron and shouted: \Asshole\""	21	CS"""	3	s	Se detuvieron	Se detuvieron	Se detuvieron and shouted:	correct	"Se detuvieron and shouted: \Asshole, move out of the way\\ \\"".\\""\"""""	10	taboo	172	172	172	172	0	172	0	1	E2_SCS2	30	46	0.652173913	-0.281321037	-0.732598022	-0.426659349	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126		
3	FALSE	531	69	2095	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	start	11	5	start	11	5	3	3	politics	31	8	6	e	Up	y	Los niños start talking about politics	20	CS	3	s	Los niños	Los niños	Los niños start talking about	correct	Los niños start talking about politics very early these days.	10	neut	.	0	0	0	.	0	.	0	E2_SCS2	30	46	0.652173913	-1.44353877	-1.142075675	-1.212455205	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	622	7	2411	Down	n	¿Alguien escribió en la pared al lado de la iglesia?	somebody	15	8	somebody	15	8	4	4	whore	31	5	6	e	Down	n	"El año pasado somebody wrote \whore\\\"""""	27	CS	3	s	El año pasado	El año pasado	El año pasado somebody wrote	correct	"El año pasado somebody wrote \whore\\ on the wall next to the bank.\"""""	13	taboo	323	323	323	323	0	323	0	1	E2_SCS2	30	46	0.652173913	0.738998019	-0.373114734	0.263196315	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	550	9	1759	Down	n	¿Era rico después de la universidad?	donó	28	4	donó	28	4	5	5	plasma	33	6	6	e	Down	n	"Después de la universidad, donó plasma"	46	Spa	3	s	"Después de la universidad,"	"Después de la universidad,"	"Después de la universidad, donó"	correct	"Después de la universidad, donó plasma para ganar dinero extra."	10	neut	0	123	123	534	411	302	1	1	E2_SCS2	30	46	0.652173913	-0.612417949	-0.423109098	-0.650519796	-0.689102217	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
3	FALSE	619	10	3819	Up	n	¿Tuvo un trastorno compulsivo?	lavó	16	4	lavó	16	4	4	4	ano	24	3	6	e	Up	y	Mi mejor amigo lavó su ano	17	Spa	3	s	Mi mejor amigo	Mi mejor amigo	Mi mejor amigo lavó su	correct	Mi mejor amigo lavó su ano compulsivamente en la universidad	10	taboo	163	163	163	163	0	1057	0	1	E2_SCS2	30	46	0.652173913	-0.342134756	1.374307345	-0.467776574	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	545	12	2353	Down	n	¿Ocurrió esto después del gimnasio?	ella	24	4	ella	24	4	5	5	máscara	45	7	10	e	Down	n	"Después de la reunión, ella se inclinó y su máscara"	28	Spa	3	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, ella se inclinó y su"	correct	"Después de la reunión, ella se inclinó y su máscara cayó de su bolso."	14	neut	0	162	359	359	0	548	0	1	E2_SCS2	30	46	0.652173913	-0.348891836	0.162539173	0.427665215	-0.689102217	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
3	FALSE	530	59	5444	Up	n	¿Vieron la película la semana pasada?	el fin	23	6	el fin	23	6	5	5	erótica	51	7	11	e	Up	y	La película que vimos el fin de semana pasado fue erótica	35	Spa	3	s	La película que vimos	La película que vimos	La película que vimos el fin de semana pasado fue	correct	La película que vimos el fin de semana pasado fue erótica de principio a fin.	15	taboo	207	207	207	207	0	207	0	1	E2_SCS2	30	46	0.652173913	-0.044823243	-0.649274081	-0.266759029	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	520	61	3159	Down	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	government	22	10	5	e	Up	y	Los oí talking about government	26	CS	3	s	Los oí	Los oí	Los oí talking about	incorrect	Los oí talking about government by the refrigerator.	8	neut	0	224	405	405	0	405	0	1	E2_SCS2	30	46	0.652173913	0.070047115	-0.177898643	0.637819921	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	593	43	2884	Up	n	¿Estaba la venta en una tienda grande?	that	14	4	that	14	4	4	4	vibrators	28	9	7	e	Up	y	Me di cuenta that they had vibrators	33	CS	3	s	Me di cuenta	Me di cuenta	Me di cuenta that they had	correct	Me di cuenta that they had vibrators on sale in that big store.	13	taboo	0	169	503	503	0	682	0	1	E2_SCS2	30	46	0.652173913	-0.301592277	0.481550833	1.085540816	-0.689102217	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
3	FALSE	587	44	1237	Up	n	¿Su bebé la lastimó?	bit	9	3	bit	9	3	3	3	finger	17	6	5	e	Up	y	Su bebé bit her finger	14	CS	3	s	Su bebé	Su bebé	Su bebé bit her	correct	Su bebé bit her finger and drew blood.	8	neut	192	192	192	192	0	411	0	1	E2_SCS2	30	46	0.652173913	-0.14617944	-0.163614539	-0.335287738	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	541	45	971	Up	n	¿Tenía pecas?	que	18	3	que	18	3	5	5	piernas	41	7	10	e	Up	y	Mi amigo me dijo que tenía pecas en sus piernas	10	Spa	3	s	Mi amigo me dijo	Mi amigo me dijo	Mi amigo me dijo que tenía pecas en sus	correct	Mi amigo me dijo que tenía pecas en sus piernas desde que era un niño.	15	neut	248	248	248	248	0	248	0	1	E2_SCS2	30	46	0.652173913	0.232217031	-0.551666036	-0.079447227	-0.689102217	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
3	FALSE	509	52	1756	Up	n	¿Cayeron muchos de ellos?	yesterday	31	9	yesterday	31	9	7	7	cans	53	4	11	e	Up	y	"Cuando yo estaba en la tienda yesterday, a bunch of cans"	32	CS	3	s	Cuando yo estaba en la tienda	Cuando yo estaba en la tienda	"Cuando yo estaba en la tienda yesterday, a bunch of"	correct	"Cuando yo estaba en la tienda yesterday, a bunch of cans fell from a shelf."	15	neut	.	0	0	0	.	399	.	0	E2_SCS2	30	46	0.652173913	-1.44353877	-0.192182747	-1.212455205	-0.689102217	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
3	FALSE	524	51	2992	Up	n	¿Hablaban las tías tomando café?	estaban	10	7	estaban	10	7	3	3	menstruación	37	12	7	e	Up	y	Mis tías estaban charlando sobre la menstruación	29	Spa	3	s	Mis tías	Mis tías	Mis tías estaban charlando sobre la	correct	Mis tías estaban charlando sobre la menstruación mientras tomaban el café ayer.	12	taboo	0	186	484	484	0	484	0	1	E2_SCS2	30	46	0.652173913	-0.186721919	0.010175395	0.998737785	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
3	FALSE	595	54	2350	Down	n	¿Olían así durante el festival de cine?	olían	12	5	olían	12	5	3	3	meo	20	3	5	e	Down	n	Las calles olían a meo	11	Spa	3	s	Las calles	Las calles	Las calles olían a	correct	Las calles olían a meo durante el festival de primavera.	10	taboo	343	343	343	343	0	442	0	1	E2_SCS2	30	46	0.652173913	0.874139616	-0.089813334	0.354567926	-0.689102217	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
